,Name,global_id,TypeObject,AdmArea,District,Address,SeatsCount,Longitude_WGS84,Latitude_WGS84,geoData
10512,Донеретто,878846953,столовая,Юго-Западный административный округ,район Котловка,"город Москва, Нагорная улица, дом 27",0,37.59861810312489,55.67552978420199,"{type=Point, coordinates=[37.598618103124885, 55.67552978420199]}"
10516,Столовая,878846983,столовая,Северный административный округ,район Западное Дегунино,"город Москва, Ижорская улица, дом 3",60,37.500735391530434,55.88415973454275,"{type=Point, coordinates=[37.500735391530434, 55.88415973454275]}"
10523,Татарские пироги,878847046,столовая,Восточный административный округ,район Косино-Ухтомский,"город Москва, улица Руднёвка, дом 5",3,37.881577673154204,55.71572343067369,"{type=Point, coordinates=[37.8815776731542, 55.71572343067369]}"
10524,Донер Кебаб,878847050,столовая,Восточный административный округ,район Косино-Ухтомский,"город Москва, Лухмановская улица, дом 2",1,37.898476,55.711732,"{type=Point, coordinates=[37.898476, 55.711732]}"
10534,Столовая,878847090,столовая,Северо-Восточный административный округ,Алтуфьевский район,"город Москва, Путевой проезд, дом 15, строение 1",22,37.57211411060347,55.886903855994746,"{type=Point, coordinates=[37.57211411060347, 55.886903855994746]}"
10559,Сушиstore,878847223,столовая,Юго-Западный административный округ,район Южное Бутово,"город Москва, Бартеневская улица, дом 12",6,37.55426223142703,55.54910298060839,"{type=Point, coordinates=[37.554262231427025, 55.54910298060839]}"
10563,Шаурма №1,878847238,столовая,Юго-Восточный административный округ,район Лефортово,"город Москва, шоссе Энтузиастов, дом 11А, корпус 3, строение 1",4,37.71468262301288,55.753166378115075,"{type=Point, coordinates=[37.714682623012884, 55.75316637811508]}"
10567,"Ели, пили",878847261,столовая,Центральный административный округ,район Якиманка,"город Москва, Малый Толмачёвский переулок, дом 8/11, строение 3",40,37.6191903360334,55.74113399753013,"{type=Point, coordinates=[37.61919033603339, 55.74113399753013]}"
10574,Буфет,878847286,столовая,Центральный административный округ,Таганский район,"город Москва, улица Земляной Вал, дом 76/21, строение 1",10,37.65394598345559,55.7432853078277,"{type=Point, coordinates=[37.653945983455586, 55.7432853078277]}"
10597,Столовая,878847392,столовая,Южный административный округ,район Чертаново Центральное,"город Москва, улица Подольских Курсантов, дом 5",50,37.61425737339583,55.61249486139984,"{type=Point, coordinates=[37.61425737339582, 55.61249486139984]}"
10601,Кафе «МАСТЕР -ФУД»,878847410,столовая,Южный административный округ,район Бирюлёво Западное,"город Москва, улица Подольских Курсантов, дом 26, строение 1",14,37.6322771190036,55.592524891459966,"{type=Point, coordinates=[37.632277119003604, 55.59252489145997]}"
10605,Столовая,878847423,столовая,Восточный административный округ,район Гольяново,"город Москва, Иркутская улица, дом 5/6, строение 1",36,37.7829775633338,55.81637043864521,"{type=Point, coordinates=[37.782977563333795, 55.81637043864521]}"
10624,Шаурма,878847647,столовая,Южный административный округ,район Бирюлёво Западное,"город Москва, 30-й километр Московской Кольцевой Автодороги, владение 6",12,37.637263,55.573994,"{type=Point, coordinates=[37.637263, 55.573994]}"
10625,Шаурма 31,878847652,столовая,Южный административный округ,район Бирюлёво Западное,"город Москва, 31-й километр Московской Кольцевой Автодороги, владение 8, строение 1",0,37.62077,55.57494,"{type=Point, coordinates=[37.62077, 55.57494]}"
10628,Хлеб насущный,878847686,столовая,Центральный административный округ,район Замоскворечье,"город Москва, Климентовский переулок, дом 9/1",50,37.62622220943712,55.740720936667,"{type=Point, coordinates=[37.626222209437124, 55.740720936667]}"
10639,Буханка,878847764,столовая,Новомосковский административный округ,поселение Сосенское,"город Москва, поселение Сосенское, посёлок Коммунарка, улица Липовый Парк, дом 8, корпус 2",4,37.487622,55.569942,"{type=Point, coordinates=[37.487622, 55.569942]}"
10643,Я люблю суши,878847794,столовая,Юго-Восточный административный округ,район Марьино,"город Москва, Новомарьинская улица, дом 15",10,37.762941209599376,55.65699693221225,"{type=Point, coordinates=[37.76294120959938, 55.656996932212245]}"
10658,Буфет в театре Эрмитаж,878847920,столовая,Центральный административный округ,район Арбат,"город Москва, улица Новый Арбат, дом 11, строение 2",0,37.596434734042276,55.75180200044274,"{type=Point, coordinates=[37.596434734042276, 55.751802000442744]}"
10659,Буфет в театре имени Евгения Вахтангова,878847924,столовая,Центральный административный округ,район Арбат,"город Москва, улица Арбат, дом 26",0,37.59141648398173,55.74986222285268,"{type=Point, coordinates=[37.59141648398174, 55.74986222285268]}"
10665,Буфет «Геликон опера»,878847943,столовая,Центральный административный округ,Пресненский район,"город Москва, Большая Никитская улица, дом 19/13, строение 1",4,37.601546341495805,55.75669969841677,"{type=Point, coordinates=[37.601546341495805, 55.75669969841677]}"
10666,Буфет «Булгаковский дом»,878847946,столовая,Центральный административный округ,Пресненский район,"город Москва, Большая Садовая улица, дом 10",4,37.59336908508583,55.767196463198246,"{type=Point, coordinates=[37.593369085085826, 55.767196463198246]}"
10667,Буфет ЦДКЖ (Дом Культуры Железнодорожников),878847949,столовая,Центральный административный округ,Красносельский район,"город Москва, Комсомольская площадь, дом 4, строение 1",16,37.6584485292671,55.77552074782928,"{type=Point, coordinates=[37.6584485292671, 55.775520747829276]}"
10669,Буфет театра «Et Cetera»,878847967,столовая,Центральный административный округ,Красносельский район,"город Москва, Фролов переулок, дом 2",20,37.63565086393906,55.7650750560088,"{type=Point, coordinates=[37.635650863939055, 55.7650750560088]}"
10670,Столовая - Буфет при ЦАТРА,878847981,столовая,Центральный административный округ,Мещанский район,"Суворовская площадь, дом 2",40,37.61387017,55.782962,"{type=Point, coordinates=[37.61387017, 55.782962]}"
10704,Столовая,878848109,столовая,Южный административный округ,район Чертаново Южное,"город Москва, Дорожная улица, владение 21А",40,37.60980805622224,55.578619061805725,"{type=Point, coordinates=[37.609808056222235, 55.578619061805725]}"
10715,Столовая,878848163,столовая,Центральный административный округ,район Замоскворечье,"город Москва, 5-й Монетчиковский переулок, дом 7",176,37.632213498897435,55.731855632401526,"{type=Point, coordinates=[37.63221349889743, 55.73185563240152]}"
10720,Столовая,878848189,столовая,Западный административный округ,район Раменки,"город Москва, проспект Вернадского, дом 12Д",30,37.511634936254325,55.686331439083965,"{type=Point, coordinates=[37.51163493625432, 55.686331439083965]}"
10738,100лоФФка,878848293,столовая,Южный административный округ,район Чертаново Центральное,"город Москва, Варшавское шоссе, дом 132, строение 9",36,37.60915532830404,55.619311830396256,"{type=Point, coordinates=[37.60915532830404, 55.619311830396256]}"
10776,Шаурма,878848466,столовая,Юго-Западный административный округ,район Котловка,"город Москва, Нагорная улица, дом 37",0,37.59319342505331,55.670293147486795,"{type=Point, coordinates=[37.59319342505331, 55.6702931474868]}"
10790,Столовая Время еды,878848520,столовая,Центральный административный округ,Пресненский район,"город Москва, 2-я Звенигородская улица, дом 13, строение 1",80,37.55457181979774,55.76263245295749,"{type=Point, coordinates=[37.55457181979774, 55.76263245295749]}"
10809,Шаурма в пите,878848603,столовая,Северо-Восточный административный округ,район Отрадное,"город Москва, улица Хачатуряна, дом 20А",0,37.60444462148483,55.861966985324166,"{type=Point, coordinates=[37.60444462148483, 55.86196698532417]}"
10821,Столовая,878848657,столовая,Центральный административный округ,Красносельский район,"город Москва, Верхняя Красносельская улица, дом 2/1, строение 1",127,37.659340758419056,55.785166572962986,"{type=Point, coordinates=[37.659340758419056, 55.785166572962986]}"
