,Unnamed: 0,Name,global_id,TypeObject,AdmArea,District,Address,SeatsCount,Longitude_WGS84,Latitude_WGS84,geoData,SeatClass
312,1717,Образ жизни,637479853,ресторан,Центральный административный округ,район Хамовники,"город Москва, улица Пречистенка, дом 40/2, строение 1",50,37.587132699120396,55.7391446659566,"{type=Point, coordinates=[37.5871326991204, 55.7391446659566]}",Маленький
313,1718,АндерСон,637479908,ресторан,Центральный административный округ,Тверской район,"город Москва, Долгоруковская улица, дом 6",74,37.6037,55.7759787632181,"{type=Point, coordinates=[37.6037, 55.77597876321809]}",Средний
314,1727,ЖЕРАЛЬДИН,637480253,ресторан,Центральный административный округ,район Хамовники,"город Москва, улица Остоженка, дом 27, корпус 2",49,37.601425426242706,55.74356883235232,"{type=Point, coordinates=[37.6014254262427, 55.7435688323523]}",Маленький
315,1747,Планета Суши,637481357,ресторан,Восточный административный округ,район Сокольники,"город Москва, Русаковская улица, дом 31",50,37.678540999999996,55.788424,"{type=Point, coordinates=[37.678541, 55.788424]}",Маленький
316,1753,Форест бар,637481554,ресторан,Восточный административный округ,район Новогиреево,"город Москва, улица Металлургов, дом 62, корпус 1",49,37.808985,55.75968796409898,"{type=Point, coordinates=[37.808985, 55.75968796409899]}",Маленький
317,1760,Ресторан «Кеци»,637481961,ресторан,Зеленоградский административный округ,район Крюково,"город Москва, Первомайская улица, дом 42",100,37.20761777436574,55.96420648580573,"{type=Point, coordinates=[37.20761777436574, 55.96420648580573]}",Средний
318,1774,Нардин,637482752,ресторан,Юго-Западный административный округ,Ломоносовский район,"город Москва, улица Гарибальди, дом 3А",95,37.535114,55.67823873491358,"{type=Point, coordinates=[37.535114, 55.67823873491358]}",Средний
319,1778,Ресторан Drunken Duck Pub,637482936,ресторан,Юго-Западный административный округ,район Коньково,"город Москва, Профсоюзная улица, дом 104",150,37.523580260655756,55.64178697329203,"{type=Point, coordinates=[37.523580260655756, 55.64178697329203]}",Большой
320,1786,Ротекс,637483223,ресторан,Юго-Западный административный округ,Обручевский район,"город Москва, Ленинский проспект, дом 111, корпус 1",90,37.50937656066947,55.661397829565665,"{type=Point, coordinates=[37.509376560669466, 55.66139782956567]}",Средний
321,1790,Китайский ресторан «ОК»,637483306,ресторан,Юго-Западный административный округ,Обручевский район,"город Москва, улица Академика Волгина, дом 8А",20,37.517178674020684,55.6515525766795,"{type=Point, coordinates=[37.51717867402069, 55.6515525766795]}",Маленький
322,1792,Чайхона «Самарканд»,637483384,ресторан,Юго-Западный административный округ,Обручевский район,"город Москва, улица Академика Волгина, дом 8А",20,37.517178674020684,55.6515525766795,"{type=Point, coordinates=[37.51717867402069, 55.6515525766795]}",Маленький
323,1795,Тапки,637483525,ресторан,Юго-Западный административный округ,Ломоносовский район,"город Москва, улица Вавилова, дом 81, корпус 1",45,37.54801601935187,55.680697660350646,"{type=Point, coordinates=[37.54801601935187, 55.68069766035064]}",Маленький
324,1802,РЕСТОРАН «Квак2»,637483752,ресторан,Западный административный округ,район Раменки,"город Москва, Мичуринский проспект, дом 7, корпус 1",84,37.511540805028574,55.70144958827668,"{type=Point, coordinates=[37.51154080502859, 55.70144958827668]}",Средний
325,1804,РЕСТОРАН «Хуанхэ»,637483830,ресторан,Западный административный округ,район Раменки,"город Москва, Мичуринский проспект, дом 7",90,37.510837578201,55.701650552855114,"{type=Point, coordinates=[37.510837578201, 55.7016505528551]}",Средний
326,1807,РЫНРАДО,637483936,ресторан,Западный административный округ,район Раменки,"город Москва, Ломоносовский проспект, дом 29, корпус 1",80,37.51649068143895,55.703592718056676,"{type=Point, coordinates=[37.51649068143895, 55.70359271805668]}",Средний
327,1809,РЕСТОРАН «Чайхана»,637483996,ресторан,Западный административный округ,район Раменки,"город Москва, Ломоносовский проспект, дом 29, корпус 3",49,37.515395517225706,55.70425426346622,"{type=Point, coordinates=[37.5153955172257, 55.7042542634662]}",Маленький
328,1816,РЕСТОРАН «Гастробар»,637484248,ресторан,Западный административный округ,район Раменки,"город Москва, Мичуринский проспект, дом 16",60,37.5062366949154,55.70255881137511,"{type=Point, coordinates=[37.5062366949154, 55.7025588113751]}",Маленький
329,1817,Чайхона №1,637484252,ресторан,Западный административный округ,район Тропарёво-Никулино,"город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 1, корпус 1",94,37.4688788877554,55.67960304041921,"{type=Point, coordinates=[37.4688788877554, 55.6796030404192]}",Средний
330,1819,РЕСТОРАН «Тапас Марбелья»,637484255,ресторан,Западный административный округ,район Раменки,"город Москва, Ломоносовский проспект, дом 25, корпус 1",80,37.532962595740685,55.69364880149587,"{type=Point, coordinates=[37.532962595740685, 55.69364880149587]}",Средний
331,1820,One More Pub,637484257,ресторан,Западный административный округ,район Тропарёво-Никулино,"город Москва, улица Покрышкина, домовладение 8, строение 3",120,37.464875,55.665330731193954,"{type=Point, coordinates=[37.464875, 55.66533073119395]}",Средний
332,1822,Вайн Рум,637484260,ресторан,Западный административный округ,район Раменки,"город Москва, улица Столетова, дом 17",40,37.498851274624045,55.70171086737477,"{type=Point, coordinates=[37.49885127462405, 55.701710867374764]}",Маленький
333,1824,Родные люди,637484263,ресторан,Западный административный округ,район Раменки,"город Москва, улица Столетова, дом 7, корпус 1",86,37.50304594555162,55.703992513215674,"{type=Point, coordinates=[37.50304594555163, 55.70399251321566]}",Средний
334,1825,Сурнэли,637484265,ресторан,Западный административный округ,район Очаково-Матвеевское,"город Москва, Веерная улица, дом 6",50,37.488952000000005,55.711594999999996,"{type=Point, coordinates=[37.488952, 55.711595]}",Маленький
335,1828,РЕСТОРАН «МИНСОН»,637484272,ресторан,Западный административный округ,район Раменки,"город Москва, Мосфильмовская улица, дом 53",52,37.505356997036735,55.70741445687621,"{type=Point, coordinates=[37.505356997036735, 55.70741445687621]}",Маленький
336,1833,РЕСТОРАН-БАР «JOY»,637484283,ресторан,Северо-Западный административный округ,район Щукино,"город Москва, Авиационная улица, дом 63",45,37.454907800504095,55.809249463928566,"{type=Point, coordinates=[37.4549078005041, 55.80924946392857]}",Маленький
337,1842,Имерети,637484306,ресторан,Северо-Западный административный округ,район Куркино,"город Москва, Соколово-Мещерская улица, дом 25",60,37.3848935590811,55.9029135935958,"{type=Point, coordinates=[37.3848935590811, 55.9029135935958]}",Маленький
338,1843,РЕСТОРАН «CAFE DE ARTS»,637484309,ресторан,Северо-Западный административный округ,район Щукино,"город Москва, улица Маршала Соколовского, дом 5",76,37.487190002112825,55.7926141050969,"{type=Point, coordinates=[37.48719000211283, 55.7926141050969]}",Средний
