,Name,global_id,TypeObject,AdmArea,District,Address,SeatsCount,Longitude_WGS84,Latitude_WGS84,geoData
1124,Сити Пицца,637431586,to go,Восточный административный округ,район Ивановское,"город Москва, улица Сталеваров, дом 22, корпус 2",0,37.8384980188426,55.7542264438635,"{type=Point, coordinates=[37.8384980188426, 55.7542264438635]}"
1148,Шаурма,637432594,to go,Восточный административный округ,район Сокольники,"город Москва, улица Стромынка, дом 5",0,37.684358605158735,55.79141682002314,"{type=Point, coordinates=[37.684358605158735, 55.791416820023144]}"
1159,Шаурма,637433100,to go,Южный административный округ,район Нагатинский Затон,"город Москва, Судостроительная улица, дом 1",0,37.66778167069912,55.68069108277233,"{type=Point, coordinates=[37.667781670699114, 55.68069108277233]}"
1160,Выпечка,637433129,to go,Южный административный округ,район Нагатинский Затон,"город Москва, Судостроительная улица, дом 1",5,37.66646748160749,55.679068576606646,"{type=Point, coordinates=[37.66646748160749, 55.67906857660664]}"
1162,Пирожки,637433183,to go,Южный административный округ,район Нагатинский Затон,"город Москва, Судостроительная улица, дом 37/11",0,37.685940797563,55.68439586007231,"{type=Point, coordinates=[37.685940797563, 55.6843958600723]}"
1169,ХЛЕБНАЯ ЛАВКА,637433502,to go,Северо-Восточный административный округ,район Марьина Роща,"город Москва, улица Сущёвский Вал, дом 22",6,37.60491185063992,55.79247061439696,"{type=Point, coordinates=[37.60491185063992, 55.79247061439696]}"
1170,Теремок,637433556,to go,Северо-Восточный административный округ,район Марьина Роща,"город Москва, улица Сущёвский Вал, дом 22",33,37.604623100479486,55.79237581988602,"{type=Point, coordinates=[37.604623100479486, 55.79237581988602]}"
1175,Домино'с Пицца,637433819,to go,Северо-Западный административный округ,район Южное Тушино,"город Москва, Сходненская улица, дом 25",24,37.438635148133535,55.84552392392897,"{type=Point, coordinates=[37.438635148133535, 55.84552392392898]}"
1177,Кулинария,637433875,to go,Северо-Западный административный округ,район Южное Тушино,"город Москва, Сходненская улица, дом 44/17",2,37.440210339954405,55.84587043517626,"{type=Point, coordinates=[37.44021033995441, 55.845870435176266]}"
1194,Кулинарная лавка братьев Караваевых,637434720,to go,Центральный административный округ,Тверской район,"город Москва, 3-я Тверская-Ямская улица, дом 15",45,37.595779,55.771808,"{type=Point, coordinates=[37.595779, 55.771808]}"
1208,НОРД,637435330,to go,Северо-Восточный административный округ,район Марьина Роща,"город Москва, Трифоновская улица, дом 4",1,37.612662227744956,55.788144834093316,"{type=Point, coordinates=[37.61266222774495, 55.788144834093316]}"
1212,Кулинарная лавка Два кренделя,637435541,to go,Центральный административный округ,Мещанский район,"город Москва, Трубная улица, дом 17, строение 1",38,37.62502951208605,55.76972429839874,"{type=Point, coordinates=[37.62502951208605, 55.76972429839875]}"
1219,Бургер Кинг,637435731,to go,Южный административный округ,Даниловский район,"город Москва, Большая Тульская улица, дом 2",60,37.62072164048301,55.70963436191901,"{type=Point, coordinates=[37.62072164048302, 55.70963436191901]}"
1221,Макдоналдс,637435967,to go,Южный административный округ,Даниловский район,"город Москва, Большая Тульская улица, дом 2",80,37.62077061304085,55.70915652020059,"{type=Point, coordinates=[37.620770613040854, 55.709156520200594]}"
1241,"ВЫПЕЧКА, КОФЕ",637436791,to go,Юго-Западный административный округ,Академический район,"город Москва, улица Дмитрия Ульянова, дом 16, корпус 1",10,37.56988475374646,55.68846086096968,"{type=Point, coordinates=[37.56988475374646, 55.688460860969684]}"
1247,Subway,637437058,to go,Юго-Западный административный округ,Академический район,"город Москва, улица Дмитрия Ульянова, дом 28",38,37.57916676694372,55.685275710128295,"{type=Point, coordinates=[37.579166766943715, 55.685275710128295]}"
1257,Додо Пицца,637437429,to go,Северо-Западный административный округ,район Южное Тушино,"город Москва, улица Фабрициуса, дом 22, строение 1",43,37.443809933503104,55.84378390573399,"{type=Point, coordinates=[37.443809933503104, 55.843783905733986]}"
